Time,Vehicle speed (km/h),Engine RPM (RPM),Control module voltage (V),Relative accelerator pedal position (%),Accel Pedal Position (%),Battery Voltage (V),Current Gear (gear),Steering Wheel Angle (°)
03/06/2022 05:12:48.7403 下午,42,1698.75,14.271,0,0,0,0,0
03/06/2022 05:12:49.2212 下午,42,1681.25,14.271,0,0,0,0,0
03/06/2022 05:12:50.8558 下午,42,1613.75,14.271,0,0,0,0,0
03/06/2022 05:12:51.4155 下午,42,1656.25,14.224,0,0,0,0,0
03/06/2022 05:12:51.8406 下午,44,1676.75,14.224,0,0,0,0,0
03/06/2022 05:12:52.3253 下午,44,1688,14.224,0,0,0,0,0
03/06/2022 05:12:52.9746 下午,44,1860.5,14.224,0,0,0,0,0
03/06/2022 05:12:53.6462 下午,44,1700,14.224,0,0,0,0,0
03/06/2022 05:12:54.1042 下午,45,1424.5,14.224,0,0,0,0,0
03/06/2022 05:12:54.6769 下午,45,1352.5,14.224,0,0,0,0,0
03/06/2022 05:12:55.6404 下午,46,1355,14.224,0,0,0,0,0
03/06/2022 05:12:56.2563 下午,46,1377.25,14.224,0,0,0,0,0
03/06/2022 05:12:56.9476 下午,46,1305,14.224,0,0,0,0,0
03/06/2022 05:12:57.3599 下午,46,1291.5,14.224,0,0,0,0,0
03/06/2022 05:12:58.0732 下午,45,1296.5,14.224,0,0,0,0,0
03/06/2022 05:12:58.7552 下午,45,1338.25,14.224,0,0,0,0,0
03/06/2022 05:12:59.1764 下午,44,1259.25,14.224,0,0,0,0,0
03/06/2022 05:12:59.7607 下午,44,1247,14.224,0,0,0,0,0
03/06/2022 05:13:00.5428 下午,44,1251.5,14.224,0,0,0,0,0
03/06/2022 05:13:01.2720 下午,43,1231,14.224,0,0,0,0,0
03/06/2022 05:13:01.7263 下午,42,1208.25,14.224,0,0,0,0,0
03/06/2022 05:13:02.1537 下午,42,1192.25,14.224,0,0,0,0,0
03/06/2022 05:13:02.8200 下午,42,1174.5,14.224,0,0,0,0,0
03/06/2022 05:13:03.6458 下午,41,1156.75,14.153,0,0,0,0,0
03/06/2022 05:13:04.1437 下午,40,1411.75,14.153,0,0,0,0,0
03/06/2022 05:13:04.6392 下午,39,1426.25,14.153,0,0,0,0,0
03/06/2022 05:13:05.5089 下午,39,1420.25,14.153,0,0,0,0,0
03/06/2022 05:13:06.2288 下午,38,1549.25,14.153,0,0,0,0,0
03/06/2022 05:13:06.6531 下午,39,1556.75,14.153,0,0,0,0,0
03/06/2022 05:13:07.2726 下午,39,1532,14.153,0,0,0,0,0
03/06/2022 05:13:08.2301 下午,40,1552.5,14.153,0,0,0,0,0
03/06/2022 05:13:08.8790 下午,40,1537.25,14.153,0,0,0,0,0
03/06/2022 05:13:09.5540 下午,40,1518.25,14.153,0,0,0,0,0
03/06/2022 05:13:10.1494 下午,40,1517.75,14.177,0,0,0,0,0
03/06/2022 05:13:11.2113 下午,41,1625.75,14.177,0,0,0,0,0
03/06/2022 05:13:11.9241 下午,41,1620.25,14.177,0,0,0,0,0
03/06/2022 05:13:12.4546 下午,42,1614.25,14.177,0,0,0,0,0
03/06/2022 05:13:12.9645 下午,42,1612.25,14.177,0,0,0,0,0
03/06/2022 05:13:13.7264 下午,42,1650.25,14.177,0,0,0,0,0
03/06/2022 05:13:14.5280 下午,42,1560.75,14.177,0,0,0,0,0
03/06/2022 05:13:15.0531 下午,42,1652.25,14.177,0,0,0,0,0
03/06/2022 05:13:15.5450 下午,42,1558,14.177,0,0,0,0,0
03/06/2022 05:13:16.4344 下午,42,1503.5,14.177,0,0,0,0,0
03/06/2022 05:13:17.2101 下午,42,1603.75,14.271,0,0,0,0,0
03/06/2022 05:13:17.8177 下午,42,1600,14.271,0,0,0,0,0
03/06/2022 05:13:18.4277 下午,42,1551,14.271,0,0,0,0,0
03/06/2022 05:13:19.2382 下午,42,1543.5,14.271,0,0,0,0,0
03/06/2022 05:13:19.8958 下午,41,1399.25,14.271,0,0,0,0,0
03/06/2022 05:13:20.3814 下午,40,1602,14.271,0,0,0,0,0
03/06/2022 05:13:20.8627 下午,41,1642.75,14.271,0,0,0,0,0
03/06/2022 05:13:21.5834 下午,41,1609,14.271,0,0,0,0,0
03/06/2022 05:13:22.1445 下午,41,1622,14.271,0,0,0,0,0
03/06/2022 05:13:22.8594 下午,42,1637.5,14.271,0,0,0,0,0
03/06/2022 05:13:23.3451 下午,42,1567.75,14.2,0,0,0,0,0
03/06/2022 05:13:24.1709 下午,42,1578.25,14.2,0,0,0,0,0
03/06/2022 05:13:24.8279 下午,42,1578.5,14.2,0,0,0,0,0
03/06/2022 05:13:25.3467 下午,42,1619.75,14.2,0,0,0,0,0
03/06/2022 05:13:25.8155 下午,42,1618.5,14.2,0,0,0,0,0
03/06/2022 05:13:26.8150 下午,43,1670.5,14.2,0,0,0,0,0
03/06/2022 05:13:27.6600 下午,43,1701.5,14.2,0,0,0,0,0
03/06/2022 05:13:28.1443 下午,44,1707.5,14.2,0,0,0,0,0
03/06/2022 05:13:28.5975 下午,45,1754,14.2,0,0,0,0,0
03/06/2022 05:13:29.5687 下午,46,1815,14.2,0,0,0,0,0
03/06/2022 05:13:30.2423 下午,46,1720.75,14.082,0,0,0,0,0
03/06/2022 05:13:30.7050 下午,46,1378.75,14.082,0,0,0,0,0
03/06/2022 05:13:31.2856 下午,47,1401,14.082,0,0,0,0,0
03/06/2022 05:13:32.2173 下午,47,1367.25,14.082,0,0,0,0,0
03/06/2022 05:13:32.8385 下午,47,1468,14.082,0,0,0,0,0
03/06/2022 05:13:33.2475 下午,48,1453,14.082,0,0,0,0,0
03/06/2022 05:13:33.6933 下午,48,1448.25,14.082,0,0,0,0,0
03/06/2022 05:13:34.6109 下午,48,1418.5,14.082,0,0,0,0,0
03/06/2022 05:13:35.3474 下午,48,1374.5,14.082,0,0,0,0,0
03/06/2022 05:13:35.9338 下午,47,1383.5,14.082,0,0,0,0,0
03/06/2022 05:13:36.6596 下午,47,1418.5,14.059,0,0,0,0,0
03/06/2022 05:13:37.6787 下午,47,1449,14.059,0,0,0,0,0
03/06/2022 05:13:38.3544 下午,48,1402,14.059,0,0,0,0,0
03/06/2022 05:13:38.7311 下午,48,1451.75,14.059,0,0,0,0,0
03/06/2022 05:13:39.1600 下午,49,1461.25,14.059,0,0,0,0,0
03/06/2022 05:13:40.0100 下午,49,1453.5,14.059,0,0,0,0,0
03/06/2022 05:13:40.6416 下午,49,1486.5,14.059,0,0,0,0,0
03/06/2022 05:13:41.1314 下午,50,1527.5,14.059,0,0,0,0,0
03/06/2022 05:13:41.7549 下午,50,1515,14.059,0,0,0,0,0
03/06/2022 05:13:42.5508 下午,50,1507.25,14.059,0,0,0,0,0
03/06/2022 05:13:43.0259 下午,50,1469.25,14.271,0,0,0,0,0
03/06/2022 05:13:43.5626 下午,50,1447,14.271,0,0,0,0,0
03/06/2022 05:13:44.0744 下午,50,1477.5,14.271,0,0,0,0,0
03/06/2022 05:13:44.8700 下午,50,1463,14.271,0,0,0,0,0
03/06/2022 05:13:45.6600 下午,50,1498.5,14.271,0,0,0,0,0
03/06/2022 05:13:46.0567 下午,50,1398.25,14.271,0,0,0,0,0
03/06/2022 05:13:46.5938 下午,49,1395.75,14.271,0,0,0,0,0
03/06/2022 05:13:47.3507 下午,49,1273,14.271,0,0,0,0,0
03/06/2022 05:13:48.0585 下午,48,1339.5,14.271,0,0,0,0,0
03/06/2022 05:13:48.6495 下午,47,1340.75,14.271,0,0,0,0,0
03/06/2022 05:13:49.2549 下午,47,1320.75,14.059,0,0,0,0,0
03/06/2022 05:13:50.3274 下午,46,1302.25,14.059,0,0,0,0,0
03/06/2022 05:13:51.0601 下午,45,1267,14.059,0,0,0,0,0
03/06/2022 05:13:51.7227 下午,44,1237.75,14.059,0,0,0,0,0
03/06/2022 05:13:52.2323 下午,43,1223.25,14.059,0,0,0,0,0
03/06/2022 05:13:52.9459 下午,43,1252.75,14.059,0,0,0,0,0
03/06/2022 05:13:53.5234 下午,42,1304,14.059,0,0,0,0,0
03/06/2022 05:13:54.0523 下午,43,1336.75,14.059,0,0,0,0,0
03/06/2022 05:13:54.6240 下午,43,1314.25,14.059,0,0,0,0,0
03/06/2022 05:13:55.3423 下午,44,1303,14.059,0,0,0,0,0
03/06/2022 05:13:56.0433 下午,44,1293,14.247,0,0,0,0,0
03/06/2022 05:13:56.5600 下午,45,1335.5,14.247,0,0,0,0,0
03/06/2022 05:13:57.1366 下午,46,1355.5,14.247,0,0,0,0,0
03/06/2022 05:13:57.9953 下午,46,1511.25,14.247,0,0,0,0,0
03/06/2022 05:13:58.7308 下午,46,1573,14.247,0,0,0,0,0
03/06/2022 05:13:59.2710 下午,46,1329.5,14.247,0,0,0,0,0
03/06/2022 05:13:59.7531 下午,46,1397,14.247,0,0,0,0,0
03/06/2022 05:14:00.4064 下午,46,1433.75,14.247,0,0,0,0,0
03/06/2022 05:14:01.2857 下午,46,1502.5,14.247,0,0,0,0,0
03/06/2022 05:14:01.7756 下午,47,1419,14.247,0,0,0,0,0
03/06/2022 05:14:02.2248 下午,47,1392.5,13.965,0,0,0,0,0
03/06/2022 05:14:03.2611 下午,47,1369.5,13.965,0,0,0,0,0
03/06/2022 05:14:03.8323 下午,46,1324,13.965,0,0,0,0,0
03/06/2022 05:14:04.2842 下午,46,1297.5,13.965,0,0,0,0,0
03/06/2022 05:14:04.7225 下午,46,1289.75,13.965,0,0,0,0,0
03/06/2022 05:14:05.4149 下午,45,1269.25,13.965,0,0,0,0,0
03/06/2022 05:14:06.0922 下午,44,1231.75,13.965,0,0,0,0,0
03/06/2022 05:14:06.6974 下午,41,1145.75,13.965,0,0,0,0,0
03/06/2022 05:14:07.2569 下午,39,1302.25,13.965,0,0,0,0,0
03/06/2022 05:14:08.2290 下午,36,1259.5,13.965,0,0,0,0,0
03/06/2022 05:14:08.9768 下午,33,1152.5,14.012,0,0,0,0,0
03/06/2022 05:14:09.3486 下午,26,1333.75,14.012,0,0,0,0,0
03/06/2022 05:14:09.7608 下午,24,1250.25,14.012,0,0,0,0,0
03/06/2022 05:14:10.5492 下午,23,1252.25,14.012,0,0,0,0,0
03/06/2022 05:14:11.1849 下午,21,1332,14.012,0,0,0,0,0
03/06/2022 05:14:11.5688 下午,16,1303.75,14.012,0,0,0,0,0
03/06/2022 05:14:12.0679 下午,14,1296.75,14.012,0,0,0,0,0
03/06/2022 05:14:12.6768 下午,12,1296,14.012,0,0,0,0,0
03/06/2022 05:14:13.4557 下午,10,1284.5,14.012,0,0,0,0,0
03/06/2022 05:14:13.9240 下午,9,1316.25,14.012,0,0,0,0,0
03/06/2022 05:14:14.4837 下午,7,1278.5,14.153,0,0,0,0,0
03/06/2022 05:14:15.3102 下午,6,1225,14.153,0,0,0,0,0
03/06/2022 05:14:15.9100 下午,5,1178.5,14.153,0,0,0,0,0
03/06/2022 05:14:16.3719 下午,3,1097.75,14.153,0,0,0,0,0
03/06/2022 05:14:16.8822 下午,3,1047.75,14.153,0,0,0,0,0
03/06/2022 05:14:17.6453 下午,1,1004.5,14.153,0,0,0,0,0
03/06/2022 05:14:18.2374 下午,1,984.75,14.153,0,0,0,0,0
03/06/2022 05:14:18.7672 下午,0,896.75,14.153,0,0,0,0,0
03/06/2022 05:14:19.2833 下午,0,899,14.153,0,0,0,0,0
03/06/2022 05:14:20.2139 下午,0,850.75,14.153,0,0,0,0,0
03/06/2022 05:14:20.9377 下午,0,821.25,14.2,0,0,0,0,0
03/06/2022 05:14:21.8152 下午,0,776,14.2,0,0,0,0,0
03/06/2022 05:14:22.8484 下午,0,784.75,14.2,0,0,0,0,0
03/06/2022 05:14:23.5290 下午,0,759.75,14.2,0,0,0,0,0
03/06/2022 05:14:24.1123 下午,0,749.25,14.2,0,0,0,0,0
03/06/2022 05:14:24.4804 下午,0,752,14.2,0,0,0,0,0
03/06/2022 05:14:24.9942 下午,0,754.5,14.2,0,0,0,0,0
03/06/2022 05:14:25.7651 下午,0,762.75,14.2,0,0,0,0,0
03/06/2022 05:14:26.4055 下午,0,761.5,14.2,0,0,0,0,0
03/06/2022 05:14:26.9389 下午,0,761.5,14.2,0,0,0,0,0
03/06/2022 05:14:27.3631 下午,0,753,14.318,0,0,0,0,0
03/06/2022 05:14:28.0097 下午,0,761,14.318,0,0,0,0,0
03/06/2022 05:14:28.6145 下午,0,764.5,14.318,0,0,0,0,0
03/06/2022 05:14:29.2388 下午,0,753.75,14.318,0,0,0,0,0
03/06/2022 05:14:29.9448 下午,0,753.5,14.318,0,0,0,0,0
03/06/2022 05:14:30.7843 下午,0,748.5,14.318,0,0,0,0,0
03/06/2022 05:14:31.3823 下午,0,757,14.318,0,0,0,0,0
03/06/2022 05:14:31.8758 下午,0,757.25,14.318,0,0,0,0,0
03/06/2022 05:14:32.2761 下午,0,757.75,14.318,0,0,0,0,0
03/06/2022 05:14:33.1649 下午,0,759.75,14.318,0,0,0,0,0
03/06/2022 05:14:33.7680 下午,0,758.5,14.365,0,0,0,0,0
03/06/2022 05:14:34.2739 下午,0,742.75,14.365,0,0,0,0,0
03/06/2022 05:14:34.6697 下午,0,758,14.365,0,0,0,0,0
03/06/2022 05:14:35.3451 下午,0,755.75,14.365,0,0,0,0,0
03/06/2022 05:14:36.0895 下午,0,741,14.365,0,0,0,0,0
03/06/2022 05:14:36.5320 下午,0,758.25,14.365,0,0,0,0,0
03/06/2022 05:14:36.9495 下午,0,743.5,14.365,0,0,0,0,0
03/06/2022 05:14:37.8424 下午,0,763,14.365,0,0,0,0,0
03/06/2022 05:14:38.4128 下午,0,752.5,14.365,0,0,0,0,0
03/06/2022 05:14:38.9476 下午,0,768.5,14.365,0,0,0,0,0
03/06/2022 05:14:39.5327 下午,0,759,14.341,0,0,0,0,0
03/06/2022 05:14:40.2317 下午,0,766.5,14.341,0,0,0,0,0
03/06/2022 05:14:40.8869 下午,0,754.5,14.341,0,0,0,0,0
03/06/2022 05:14:41.3852 下午,0,767.75,14.341,0,0,0,0,0
03/06/2022 05:14:41.8628 下午,0,760,14.341,0,0,0,0,0
03/06/2022 05:14:42.6932 下午,0,759.75,14.341,0,0,0,0,0
03/06/2022 05:14:43.4294 下午,0,762.5,14.341,0,0,0,0,0
03/06/2022 05:14:43.8582 下午,0,754.5,14.341,0,0,0,0,0
03/06/2022 05:14:44.4518 下午,0,760.5,14.341,0,0,0,0,0
03/06/2022 05:14:45.2342 下午,0,763,14.341,0,0,0,0,0
03/06/2022 05:14:45.8538 下午,0,755.25,14.106,0,0,0,0,0
03/06/2022 05:14:46.3370 下午,0,761.5,14.106,0,0,0,0,0
03/06/2022 05:14:46.7257 下午,0,762.75,14.106,0,0,0,0,0
03/06/2022 05:14:47.5424 下午,0,751.5,14.106,0,0,0,0,0
03/06/2022 05:14:48.3498 下午,0,758,14.106,0,0,0,0,0
03/06/2022 05:14:48.8409 下午,0,750.25,14.106,0,0,0,0,0
03/06/2022 05:14:49.2924 下午,0,754,14.106,0,0,0,0,0
03/06/2022 05:14:49.9700 下午,0,760.75,14.106,0,0,0,0,0
03/06/2022 05:14:50.5825 下午,0,754.75,14.106,0,0,0,0,0
03/06/2022 05:14:51.0993 下午,0,743.25,14.106,0,0,0,0,0
03/06/2022 05:14:51.5507 下午,0,753.5,14.247,0,0,0,0,0
03/06/2022 05:14:52.3321 下午,0,761,14.247,0,0,0,0,0
03/06/2022 05:14:53.0402 下午,0,756,14.247,0,0,0,0,0
03/06/2022 05:14:53.5345 下午,0,759.75,14.247,0,0,0,0,0
03/06/2022 05:14:53.9561 下午,0,760.25,14.247,0,0,0,0,0
03/06/2022 05:14:54.6920 下午,0,765.5,14.247,0,0,0,0,0
03/06/2022 05:14:55.4372 下午,0,742.75,14.247,0,0,0,0,0
03/06/2022 05:14:55.8987 下午,0,754.25,14.247,0,0,0,0,0
03/06/2022 05:14:56.5044 下午,0,760.5,14.247,0,0,0,0,0
03/06/2022 05:14:57.1815 下午,0,755.5,14.247,0,0,0,0,0
03/06/2022 05:14:57.8282 下午,0,753.75,14.247,0,0,0,0,0
03/06/2022 05:14:58.2944 下午,0,753.5,14.247,0,0,0,0,0
03/06/2022 05:14:58.7318 下午,0,759.25,14.247,0,0,0,0,0
03/06/2022 05:14:59.6400 下午,0,765.75,14.247,0,0,0,0,0
03/06/2022 05:15:00.2241 下午,0,763.25,14.247,0,0,0,0,0
03/06/2022 05:15:00.6517 下午,0,756.25,14.247,0,0,0,0,0
03/06/2022 05:15:01.1711 下午,0,764.75,14.247,0,0,0,0,0
03/06/2022 05:15:01.8188 下午,0,752.5,14.247,0,0,0,0,0
03/06/2022 05:15:02.4923 下午,0,758.75,14.247,0,0,0,0,0
03/06/2022 05:15:02.9304 下午,0,756.75,14.247,0,0,0,0,0
03/06/2022 05:15:03.3595 下午,0,751.25,14.247,0,0,0,0,0
03/06/2022 05:15:03.9006 下午,0,747.25,14.247,0,0,0,0,0
03/06/2022 05:15:04.4309 下午,0,756.5,14.247,0,0,0,0,0
03/06/2022 05:15:04.8585 下午,0,748.75,14.247,0,0,0,0,0
03/06/2022 05:15:05.2747 下午,0,760.5,14.247,0,0,0,0,0
03/06/2022 05:15:05.9583 下午,0,760.25,14.247,0,0,0,0,0
03/06/2022 05:15:06.4250 下午,0,744.5,14.247,0,0,0,0,0
03/06/2022 05:15:06.8365 下午,0,762.5,14.247,0,0,0,0,0
03/06/2022 05:15:07.3183 下午,0,856.25,14.247,0,0,0,0,0
03/06/2022 05:15:08.1187 下午,0,880.75,14.247,0,0,0,0,0
03/06/2022 05:15:08.6477 下午,0,879,14.2,0,0,0,0,0
03/06/2022 05:15:09.0858 下午,2,1203,14.2,0,0,0,0,0
03/06/2022 05:15:09.5403 下午,3,1421.25,14.2,0,0,0,0,0
03/06/2022 05:15:10.2062 下午,5,1496,14.2,0,0,0,0,0
03/06/2022 05:15:10.6677 下午,8,1693.25,14.2,0,0,0,0,0
03/06/2022 05:15:11.0598 下午,12,1859.75,14.2,0,0,0,0,0
03/06/2022 05:15:11.4372 下午,14,2035.25,14.2,0,0,0,0,0
03/06/2022 05:15:12.0279 下午,16,1968,14.2,0,0,0,0,0
03/06/2022 05:15:12.5868 下午,17,1568,14.2,0,0,0,0,0
03/06/2022 05:15:13.0221 下午,19,1672.25,14.2,0,0,0,0,0
03/06/2022 05:15:13.3588 下午,20,1790.75,14.059,0,0,0,0,0
03/06/2022 05:15:13.8957 下午,21,1776,14.059,0,0,0,0,0
03/06/2022 05:15:14.4612 下午,22,1853.25,14.059,0,0,0,0,0
03/06/2022 05:15:14.8684 下午,24,2041.25,14.059,0,0,0,0,0
03/06/2022 05:15:15.2327 下午,25,2191,14.059,0,0,0,0,0
03/06/2022 05:15:15.8680 下午,26,2225,14.059,0,0,0,0,0
03/06/2022 05:15:16.4714 下午,26,2068.5,14.059,0,0,0,0,0
03/06/2022 05:15:16.7903 下午,28,1742.25,14.059,0,0,0,0,0
03/06/2022 05:15:17.2114 下午,29,1631.5,14.059,0,0,0,0,0
03/06/2022 05:15:18.0095 下午,29,1668.5,14.059,0,0,0,0,0
03/06/2022 05:15:18.6628 下午,30,1664,14.271,0,0,0,0,0
03/06/2022 05:15:19.3215 下午,33,1835.25,14.271,0,0,0,0,0
03/06/2022 05:15:19.8259 下午,35,1889.5,14.271,0,0,0,0,0
03/06/2022 05:15:20.6949 下午,37,2048.25,14.271,0,0,0,0,0
03/06/2022 05:15:21.4347 下午,38,2080.5,14.271,0,0,0,0,0
03/06/2022 05:15:21.8609 下午,42,2264,14.271,0,0,0,0,0
03/06/2022 05:15:22.2165 下午,44,2335.25,14.271,0,0,0,0,0
03/06/2022 05:15:23.1495 下午,45,2412.5,14.271,0,0,0,0,0
03/06/2022 05:15:23.7364 下午,46,2414.25,14.271,0,0,0,0,0
03/06/2022 05:15:24.2741 下午,47,1743.5,14.271,0,0,0,0,0
03/06/2022 05:15:24.7337 下午,47,1644.25,14.082,0,0,0,0,0
03/06/2022 05:15:25.4480 下午,47,1333.5,14.082,0,0,0,0,0
03/06/2022 05:15:26.1597 下午,47,1370,14.082,0,0,0,0,0
03/06/2022 05:15:26.6781 下午,46,1301.25,14.082,0,0,0,0,0
03/06/2022 05:15:27.2051 下午,46,1290.25,14.082,0,0,0,0,0
03/06/2022 05:15:27.9515 下午,45,1270.25,14.082,0,0,0,0,0
03/06/2022 05:15:28.7072 下午,45,1311.25,14.082,0,0,0,0,0
03/06/2022 05:15:29.3854 下午,45,1419.25,14.082,0,0,0,0,0
03/06/2022 05:15:30.1454 下午,45,1445.5,14.082,0,0,0,0,0
03/06/2022 05:15:31.0282 下午,47,1358.5,14.082,0,0,0,0,0
03/06/2022 05:15:31.7909 下午,48,1534.5,14.224,0,0,0,0,0
03/06/2022 05:15:32.2723 下午,49,1555.75,14.224,0,0,0,0,0
03/06/2022 05:15:32.7469 下午,49,1445.25,14.224,0,0,0,0,0
03/06/2022 05:15:33.3693 下午,49,1413.5,14.224,0,0,0,0,0
03/06/2022 05:15:33.9944 下午,50,1507,14.224,0,0,0,0,0
03/06/2022 05:15:34.6233 下午,49,1506.75,14.224,0,0,0,0,0
03/06/2022 05:15:35.0597 下午,49,1498.25,14.224,0,0,0,0,0
03/06/2022 05:15:35.8116 下午,50,1493,14.224,0,0,0,0,0
03/06/2022 05:15:36.3616 下午,51,1451.75,14.224,0,0,0,0,0
03/06/2022 05:15:36.9078 下午,52,1607.25,14.224,0,0,0,0,0
03/06/2022 05:15:37.4363 下午,52,1616,14.247,0,0,0,0,0
03/06/2022 05:15:38.1042 下午,53,1745,14.247,0,0,0,0,0
03/06/2022 05:15:38.6934 下午,53,1808.5,14.247,0,0,0,0,0
03/06/2022 05:15:39.1386 下午,54,1615,14.247,0,0,0,0,0
03/06/2022 05:15:39.7315 下午,54,1521.5,14.247,0,0,0,0,0
03/06/2022 05:15:40.6436 下午,54,1512,14.247,0,0,0,0,0
03/06/2022 05:15:41.2279 下午,53,1411,14.247,0,0,0,0,0
03/06/2022 05:15:42.0313 下午,52,1567.5,14.247,0,0,0,0,0
03/06/2022 05:15:42.5716 下午,52,1583.75,14.247,0,0,0,0,0
03/06/2022 05:15:43.4815 下午,52,1560,14.247,0,0,0,0,0
03/06/2022 05:15:44.1202 下午,53,1534.75,14.247,0,0,0,0,0
03/06/2022 05:15:44.6587 下午,53,1549.25,14.247,0,0,0,0,0
03/06/2022 05:15:45.1245 下午,53,1473.5,14.247,0,0,0,0,0
03/06/2022 05:15:45.9306 下午,52,1438,14.247,0,0,0,0,0
03/06/2022 05:15:46.6244 下午,50,1313,14.247,0,0,0,0,0
03/06/2022 05:15:47.1775 下午,47,1352.5,14.247,0,0,0,0,0
03/06/2022 05:15:47.7508 下午,47,1387.25,14.247,0,0,0,0,0
03/06/2022 05:15:48.6227 下午,47,1451,14.247,0,0,0,0,0
03/06/2022 05:15:49.2616 下午,47,1306,14.247,0,0,0,0,0
03/06/2022 05:15:49.8375 下午,44,1134,14.247,0,0,0,0,0
03/06/2022 05:15:50.3219 下午,41,1138.5,14.012,0,0,0,0,0
03/06/2022 05:15:51.2141 下午,39,1324,14.012,0,0,0,0,0
03/06/2022 05:15:51.8583 下午,37,1306.25,14.012,0,0,0,0,0
03/06/2022 05:15:52.3934 下午,33,1143.75,14.012,0,0,0,0,0
03/06/2022 05:15:52.9201 下午,29,1021.25,14.012,0,0,0,0,0
03/06/2022 05:15:53.6731 下午,25,1265.75,14.012,0,0,0,0,0
03/06/2022 05:15:54.2537 下午,23,1272.25,14.012,0,0,0,0,0
03/06/2022 05:15:54.8796 下午,19,1328.75,14.012,0,0,0,0,0
03/06/2022 05:15:55.3417 下午,16,1310.75,14.012,0,0,0,0,0
03/06/2022 05:15:56.1359 下午,11,1291.5,14.012,0,0,0,0,0
03/06/2022 05:15:56.8154 下午,9,1304,14.224,0,0,0,0,0
03/06/2022 05:15:57.2763 下午,8,1287.5,14.224,0,0,0,0,0
03/06/2022 05:15:57.7392 下午,8,1334.5,14.224,0,0,0,0,0
03/06/2022 05:15:58.4866 下午,9,1474.25,14.224,0,0,0,0,0
03/06/2022 05:15:59.2171 下午,11,1685.5,14.224,0,0,0,0,0
03/06/2022 05:15:59.8225 下午,16,2266.5,14.224,0,0,0,0,0
03/06/2022 05:16:00.2549 下午,18,1898,14.224,0,0,0,0,0
03/06/2022 05:16:00.9597 下午,21,1739.25,14.224,0,0,0,0,0
03/06/2022 05:16:01.9278 下午,22,2020,14.224,0,0,0,0,0
03/06/2022 05:16:02.4694 下午,25,1924.25,14.224,0,0,0,0,0
03/06/2022 05:16:02.9881 下午,25,1259.75,14.247,0,0,0,0,0
03/06/2022 05:16:03.8934 下午,24,1236,14.247,0,0,0,0,0
03/06/2022 05:16:04.5703 下午,24,1367.5,14.247,0,0,0,0,0
03/06/2022 05:16:05.2334 下午,27,1592,14.247,0,0,0,0,0
03/06/2022 05:16:05.6917 下午,28,1675,14.247,0,0,0,0,0
03/06/2022 05:16:06.4418 下午,30,1719.5,14.247,0,0,0,0,0
03/06/2022 05:16:07.0247 下午,31,1738,14.247,0,0,0,0,0
03/06/2022 05:16:07.6214 下午,33,1959.5,14.247,0,0,0,0,0
03/06/2022 05:16:08.2252 下午,33,1945.5,14.247,0,0,0,0,0
03/06/2022 05:16:09.0484 下午,34,1661.75,14.247,0,0,0,0,0
03/06/2022 05:16:09.8690 下午,34,1321.5,14.153,0,0,0,0,0
03/06/2022 05:16:10.5497 下午,34,1251,14.153,0,0,0,0,0
03/06/2022 05:16:11.0423 下午,33,1254.25,14.153,0,0,0,0,0
03/06/2022 05:16:11.8060 下午,33,1388.25,14.153,0,0,0,0,0
03/06/2022 05:16:12.3946 下午,34,1416.75,14.153,0,0,0,0,0
03/06/2022 05:16:12.8485 下午,35,1421.25,14.153,0,0,0,0,0
03/06/2022 05:16:13.3448 下午,36,1439.25,14.153,0,0,0,0,0
03/06/2022 05:16:14.2196 下午,37,1439,14.153,0,0,0,0,0
03/06/2022 05:16:14.9443 下午,37,1479.5,14.153,0,0,0,0,0
03/06/2022 05:16:15.4293 下午,38,1548.75,14.153,0,0,0,0,0
03/06/2022 05:16:15.9024 下午,38,1385,14.247,0,0,0,0,0
03/06/2022 05:16:16.7002 下午,37,1378.75,14.247,0,0,0,0,0
03/06/2022 05:16:17.3280 下午,37,1443.25,14.247,0,0,0,0,0
03/06/2022 05:16:17.8244 下午,37,1506.75,14.247,0,0,0,0,0
03/06/2022 05:16:18.8927 下午,37,1377.75,14.247,0,0,0,0,0
03/06/2022 05:16:20.1469 下午,37,1323.5,14.247,0,0,0,0,0
03/06/2022 05:16:20.8369 下午,36,1327.25,14.247,0,0,0,0,0
03/06/2022 05:16:21.3123 下午,36,1415.25,14.247,0,0,0,0,0
03/06/2022 05:16:21.8550 下午,36,1449.5,14.247,0,0,0,0,0
03/06/2022 05:16:22.5576 下午,36,1325.5,14.247,0,0,0,0,0
03/06/2022 05:16:23.1485 下午,36,1321,14.059,0,0,0,0,0
03/06/2022 05:16:24.1522 下午,35,1334.25,14.059,0,0,0,0,0
03/06/2022 05:16:24.8355 下午,35,1466,14.059,0,0,0,0,0
03/06/2022 05:16:25.6439 下午,36,1519.75,14.059,0,0,0,0,0
03/06/2022 05:16:26.2186 下午,37,1490.5,14.059,0,0,0,0,0
03/06/2022 05:16:26.6666 下午,38,1508.5,14.059,0,0,0,0,0
03/06/2022 05:16:27.1291 下午,38,1384.5,14.059,0,0,0,0,0
03/06/2022 05:16:27.8965 下午,36,1311.75,14.059,0,0,0,0,0
03/06/2022 05:16:28.4537 下午,33,1137.5,14.059,0,0,0,0,0
03/06/2022 05:16:29.0612 下午,25,1151.5,14.059,0,0,0,0,0
03/06/2022 05:16:29.5241 下午,20,1305,14.2,0,0,0,0,0
